	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol
TMTC3	3.33582293933488	-0.449559240649292	0.787207849376904	-0.571080739356359	0.567944913979895	0.999658563836992	TMTC3
C12orf50	0	NA	NA	NA	NA	NA	C12orf50
ALDH1L2	0.596797893661515	-0.971889507608654	2.96579232227042	-0.327699785420119	0.743138665650696	0.999658563836992	ALDH1L2
LMNTD1	0	NA	NA	NA	NA	NA	LMNTD1
DAG1	45.7168552774744	-0.17495735003613	0.616826143393811	-0.28364126895385	0.776685307337744	0.999658563836992	DAG1
DENND5B	1.95935170107707	0.368774951440509	0.972651861455062	0.379143829415831	0.704581060537799	0.999658563836992	DENND5B
DGKA	4.19252257178878	1.37023735704927	0.760564611025394	1.80160546150303	0.0716075013925156	0.999658563836992	DGKA
GRASP	11.7929590838008	0.556113627987305	0.685907959469112	0.810770046199396	0.417497739129506	0.999658563836992	GRASP
DGKB	0	NA	NA	NA	NA	NA	DGKB
SLC5A8	0	NA	NA	NA	NA	NA	SLC5A8
PPTC7	8.2663430787759	-0.225895709484701	0.487793361152417	-0.463097137999214	0.643294741365706	0.999658563836992	PPTC7
CCDC63	0	NA	NA	NA	NA	NA	CCDC63
CCDC60	0	NA	NA	NA	NA	NA	CCDC60
DGKG	0.828449079261531	0.469579140701704	1.48774153825558	0.315632203999828	0.752281691047833	0.999658563836992	DGKG
DGKH	0.103467811004938	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	DGKH
CCDC122	1.05027171543242	-0.12169155380357	1.45795496604715	-0.0834672926376485	0.933479983310544	0.999658563836992	CCDC122
GPR180	6.55378244734199	0.518118095260855	0.692396646175937	0.748296656435857	0.454281240835716	0.999658563836992	GPR180
DGKQ	7.78190470351711	0.245331982910861	0.494568114010142	0.49605297220158	0.619857037711058	0.999658563836992	DGKQ
AP2A2	13.0197889451341	-0.0952994604526219	0.418681575868458	-0.227617994068512	0.819943229880364	0.999658563836992	AP2A2
DAO	0	NA	NA	NA	NA	NA	DAO
STOML3	0	NA	NA	NA	NA	NA	STOML3
DAP	65.1883976456771	-0.361621464918202	0.617049849261997	-0.586049028859998	0.557842567671834	0.999658563836992	DAP
FAM71D	0	NA	NA	NA	NA	NA	FAM71D
TMEM229B	16.4738944762079	-0.253873950444245	0.912247628021196	-0.27829499649666	0.780785916692287	0.999658563836992	TMEM229B
ACTN1-AS1	0	NA	NA	NA	NA	NA	ACTN1-AS1
SYNE3	1.13335322531655	-0.952925268362057	1.77823013039153	-0.53588410862898	0.59203864797723	0.999658563836992	SYNE3
CLEC14A	4.57583354669904	0.480979016395072	0.818484558766959	0.58764580375183	0.556770059989198	0.999658563836992	CLEC14A
DAPK1	9.32172465420048	0.16690676738896	0.873003301821107	0.191186868412511	0.848379191343598	0.999658563836992	DAPK1
FITM1	0	NA	NA	NA	NA	NA	FITM1
REM2	0	NA	NA	NA	NA	NA	REM2
TMEM30B	1.47473041622808	4.75090176538347	3.26310160907915	1.45594662212317	0.145407375995083	0.999658563836992	TMEM30B
DAPK3	18.7578938735464	0.336676326723822	0.454400444433286	0.740924290124131	0.458739346728179	0.999658563836992	DAPK3
MDGA2	0.835681921354458	-2.7058666705987	2.24415685684047	-1.20573865518842	0.227918275364554	0.999658563836992	MDGA2
SAMD15	0.285342538145289	-1.21588926003193	3.10887177717254	-0.391103058337698	0.695721060104989	0.999658563836992	SAMD15
NOP9	7.72311037449727	-0.483295109605384	0.543521880554218	-0.889191634957875	0.373900097696427	0.999658563836992	NOP9
EML5	0	NA	NA	NA	NA	NA	EML5
STRC	0	NA	NA	NA	NA	NA	STRC
DARS1	48.4871802469973	-0.422732414209512	0.317301151443544	-1.33227507144652	0.182769815628096	0.999658563836992	DARS1
CFAP161	0	NA	NA	NA	NA	NA	CFAP161
DNAAF4	0	NA	NA	NA	NA	NA	DNAAF4
DAXX	5.88216339006668	-0.439094124456126	0.574685912161035	-0.764059315122182	0.444831895996546	0.999658563836992	DAXX
CSNK1A1P1	0	NA	NA	NA	NA	NA	CSNK1A1P1
OTUD7A	0	NA	NA	NA	NA	NA	OTUD7A
SPRED1	24.3701329056171	0.290158026779383	0.6226086383893	0.466035979728818	0.641189746863083	0.999658563836992	SPRED1
ODF3L1	0.505847303169241	0.65880116623151	2.29470885184822	0.287095753215444	0.774039003812522	0.999658563836992	ODF3L1
PGBD4	0.202399571173897	-0.803695153832917	3.44865606662119	-0.233045899129145	0.815725764473039	0.999658563836992	PGBD4
DAZL	0	NA	NA	NA	NA	NA	DAZL
ADAL	2.2998833938425	0.335305628910484	0.843989573243468	0.397286458909555	0.691156231707525	0.999658563836992	ADAL
EXD1	0	NA	NA	NA	NA	NA	EXD1
FSIP1	0	NA	NA	NA	NA	NA	FSIP1
ZFPM1	2.9553186448063	0.466406067151739	0.903167307594546	0.516411591993895	0.605566971276998	0.999658563836992	ZFPM1
ADAD2	0	NA	NA	NA	NA	NA	ADAD2
AP1B1	23.7717712315967	-0.290841887454303	0.368459241841431	-0.789346159430759	0.429909714770598	0.999658563836992	AP1B1
BRINP1	0	NA	NA	NA	NA	NA	BRINP1
ITPRIPL2	10.6959212252958	-0.118599883549869	0.475025331239594	-0.249670650700624	0.802842056862121	0.999658563836992	ITPRIPL2
C16orf82	0	NA	NA	NA	NA	NA	C16orf82
DBH	0	NA	NA	NA	NA	NA	DBH
DBI	115.44354552906	0.438372827751222	0.303002000068269	1.44676545914698	0.147962623877518	0.999658563836992	DBI
ZFP1	2.9935117278969	-0.474310315880045	0.782937410423106	-0.605808726937347	0.544641773989337	0.999658563836992	ZFP1
ANKFN1	0	NA	NA	NA	NA	NA	ANKFN1
MARCHF10	0	NA	NA	NA	NA	NA	MARCHF10
MFSD6L	0	NA	NA	NA	NA	NA	MFSD6L
SLFN5	9.20039842620191	-0.0899436390735914	0.507427019819263	-0.17725433522564	0.859308617958839	0.999658563836992	SLFN5
NAGS	2.3315126619694	-0.0145011547479178	2.1341133350143	-0.00679493188576165	0.994578470476339	0.999658563836992	NAGS
RETREG3	20.1281227472548	0.0679919591014521	0.332641920933604	0.204399851078973	0.838041046549634	0.999658563836992	RETREG3
TMEM92	0.983153610818717	4.16628436566592	3.27396412185716	1.27255040391298	0.203177627367386	0.999658563836992	TMEM92
PHOSPHO1	0	NA	NA	NA	NA	NA	PHOSPHO1
RHBDL3	0	NA	NA	NA	NA	NA	RHBDL3
TRPV3	0.46013967178956	-1.84094438020431	3.42695766952722	-0.537194957665842	0.591132953898974	0.999658563836992	TRPV3
SLC16A11	0.302437023704764	-1.2158873637815	3.44865606662119	-0.35256846153776	0.724411985120695	0.999658563836992	SLC16A11
FBXO39	0	NA	NA	NA	NA	NA	FBXO39
USP32P1	1.25268061245721	1.05302922038304	1.83251193196673	0.574637033469622	0.565536800470719	0.999658563836992	USP32P1
ZNF519	0.092027934357912	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	ZNF519
C18orf54	1.708730947408	-1.68417725782901	1.68176895035348	-1.00143200852592	0.31661799577856	0.999658563836992	C18orf54
ELOA3	0	NA	NA	NA	NA	NA	ELOA3
DBN1	31.4577998843395	-0.357107803999841	0.432264427991945	-0.82613275780929	0.408728787126248	0.999658563836992	DBN1
DBP	1.31349868084777	0.550239392112852	1.17453501148444	0.468474235959496	0.639445491200817	0.999658563836992	DBP
DBT	2.25460064291664	-0.589385471661197	0.965840749517591	-0.610230487744049	0.541709136451338	0.999658563836992	DBT
ZNF836	0.907334197552061	-0.578855485180172	1.46299094250241	-0.395665802407535	0.692351586703875	0.999658563836992	ZNF836
ZNF610	0.800969509395195	-1.46862444562558	1.74946247942835	-0.839471816569322	0.401204598124532	0.999658563836992	ZNF610
ZNF600	2.00454858266697	0.634092784528308	1.01650338874267	0.62379800357835	0.532760250929804	0.999658563836992	ZNF600
ZNF320	2.07997196601536	-0.858571395745691	1.12371941839409	-0.764044281598937	0.444840854504252	0.999658563836992	ZNF320
ZNF497	0	NA	NA	NA	NA	NA	ZNF497
ZNF550	2.36698960563489	-0.679961963053692	0.985471298760289	-0.689986571815005	0.490202631880658	0.999658563836992	ZNF550
ZNF296	0.606785237360719	0.217861360488555	1.95520033056409	0.111426618072277	0.911278053318529	0.999658563836992	ZNF296
DEDD2	12.1108096033617	-0.0016847906293875	0.52502429011521	-0.00320897653900507	0.99743961155783	0.99967141415764	DEDD2
ZNF846	1.31311660696952	0.0573186333671316	1.1532875024482	0.0497002119987042	0.96036128751942	0.999658563836992	ZNF846
OR7D2	0	NA	NA	NA	NA	NA	OR7D2
AP2B1	52.3538916044759	-0.28356001166497	0.371084449725158	-0.764138761069044	0.444784555700676	0.999658563836992	AP2B1
DCC	0	NA	NA	NA	NA	NA	DCC
ZNF579	7.10419016942161	-0.119937885404574	0.575287359536127	-0.208483436001938	0.834851514649479	0.999658563836992	ZNF579
ZNF791	3.19680442611873	-0.346416952926898	0.771086033492402	-0.449258497599687	0.653245192955004	0.999658563836992	ZNF791
ZNF564	2.98002307536542	0.0218944577939202	0.762228577079785	0.0287242678276394	0.977084501423483	0.999658563836992	ZNF564
ZNF709	0.092027934357912	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	ZNF709
ZNF433	1.0929972148721	-0.167436292500043	1.25195559456611	-0.133739801337021	0.893608330948728	0.999658563836992	ZNF433
ZNF114	0.283395321504269	0.158091522435833	3.11370794531337	0.0507727523622716	0.959506603329152	0.999658563836992	ZNF114
ZNF567	1.66410153238712	-0.450744637737474	1.11537155815093	-0.404120612941505	0.686124027781564	0.999658563836992	ZNF567
ZNF383	1.16488493574032	-1.07013695652458	1.40457655338455	-0.761892937729824	0.446123905355354	0.999658563836992	ZNF383
ZNF781	0.092027934357912	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	ZNF781
EID2	15.6133224261314	-0.515276158411877	0.496337255162893	-1.03815732760735	0.299196815557059	0.999658563836992	EID2
ZNF780B	0.981062991958952	0.0252405078964922	1.33555511615143	0.0188988890022195	0.984921765831282	0.999658563836992	ZNF780B
PRR22	0.989484378086711	1.26347979869831	1.56537808650567	0.807140338548322	0.419585633989092	0.999658563836992	PRR22
LGI4	23.0824969384716	-1.54314902350702	1.6523252999656	-0.933925676462827	0.350342232967736	0.999658563836992	LGI4
SYNE4	0	NA	NA	NA	NA	NA	SYNE4
ECI1	35.5804748334305	0.500598084035561	0.417437951857077	1.19921555241569	0.230444141413362	0.999658563836992	ECI1
ZNF676	0.100812341234921	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	ZNF676
ZNF100	1.58581981248306	-0.342390640602368	1.11366154020064	-0.307445869541909	0.758504018808949	0.999658563836992	ZNF100
ZNF540	0	NA	NA	NA	NA	NA	ZNF540
DENND2C	0	NA	NA	NA	NA	NA	DENND2C
DCK	16.5133946775596	0.114147739243228	0.383711358075121	0.297483347419915	0.766097519697104	0.999658563836992	DCK
GBP6	0	NA	NA	NA	NA	NA	GBP6
DCN	90.7998977538595	1.1374442343344	0.624203320886052	1.82223355159311	0.0684195557224914	0.999658563836992	DCN
PLPPR5	0	NA	NA	NA	NA	NA	PLPPR5
FNDC7	0	NA	NA	NA	NA	NA	FNDC7
DENND1B	1.6889611310641	-0.0250690605402891	1.0289654700627	-0.0243633642426907	0.98056277074465	0.999658563836992	DENND1B
DCTD	41.1547164435666	-0.0268319855755191	0.285624308870854	-0.0939415334835915	0.92515560075273	0.999658563836992	DCTD
TDRD5	0	NA	NA	NA	NA	NA	TDRD5
TOR1AIP2	5.93285628616255	0.254225738758173	0.558483551840715	0.45520720873563	0.648960174846841	0.999658563836992	TOR1AIP2
ACE	6.91411206187551	1.73712387949097	1.33374318131771	1.30244255702565	0.192765142598443	0.999658563836992	ACE
CALML6	0	NA	NA	NA	NA	NA	CALML6
IFNLR1	1.30548490820633	3.51103336054663	1.82438975592632	1.92449741023892	0.0542922650353674	0.999658563836992	IFNLR1
CYP4Z2P	0	NA	NA	NA	NA	NA	CYP4Z2P
CITED4	2.48474897808428	-0.764820654755122	1.24771942637258	-0.612974871264641	0.539892955352547	0.999658563836992	CITED4
LEXM	0	NA	NA	NA	NA	NA	LEXM
SPRR4	0	NA	NA	NA	NA	NA	SPRR4
KANK4	0.0898467927824392	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	KANK4
SASS6	2.27142905081241	-0.255055132816377	0.906041192931804	-0.281505007505298	0.778323087880672	0.999658563836992	SASS6
DCT	299.454072271625	-1.18455502224774	1.75873651165074	-0.673526144707102	0.500612621467277	0.999658563836992	DCT
SDE2	11.8242272469033	-0.016638311340633	0.442280229108199	-0.037619387541202	0.969991149839986	0.999658563836992	SDE2
CNST	12.5031504965804	-0.563629031048541	0.720572774915356	-0.782195845679499	0.434099485589137	0.999658563836992	CNST
DCTN1	21.8344955257846	-0.403215981469596	0.492311038464782	-0.81902689553129	0.412771068777597	0.999658563836992	DCTN1
FAM43B	0	NA	NA	NA	NA	NA	FAM43B
AP1G1	13.9143076426205	-0.0194319229438646	0.423595566351974	-0.0458737637676742	0.963410865636193	0.999658563836992	AP1G1
HFM1	0.092027934357912	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	HFM1
PAQR7	7.01039435580574	-0.533446648574221	0.598412727500768	-0.891436000704942	0.37269531138055	0.999658563836992	PAQR7
DCX	0	NA	NA	NA	NA	NA	DCX
TTC24	0.101520594363917	0.982474520973914	3.44865606662119	0.284886199723735	0.775731329105818	0.999658563836992	TTC24
CCDC185	0	NA	NA	NA	NA	NA	CCDC185
UBL4B	0	NA	NA	NA	NA	NA	UBL4B
DDB1	57.4350478757052	-0.106892205860153	0.33176166855533	-0.322195768804816	0.74730438972904	0.999658563836992	DDB1
WFDC13	0	NA	NA	NA	NA	NA	WFDC13
APCDD1L	0	0	0	0	1	NA	APCDD1L
DDB2	11.2613830820126	0.717828363761625	0.548363147127734	1.30903830339718	0.19052137628969	0.999658563836992	DDB2
LRRN4	0	NA	NA	NA	NA	NA	LRRN4
TTLL9	0	NA	NA	NA	NA	NA	TTLL9
DDC	1.27809969406433	4.54455798593894	3.26644831161884	1.39128421832785	0.164139257520714	0.999658563836992	DDC
AKR1C1	0.199835955445789	1.86818174093932	3.39909942274707	0.549610796447225	0.582586352077455	0.999658563836992	AKR1C1
CCDC116	0	NA	NA	NA	NA	NA	CCDC116
AKR1C2	0.199835955445789	1.86818174093932	3.39909942274707	0.549610796447225	0.582586352077455	0.999658563836992	AKR1C2
CABP7	0	NA	NA	NA	NA	NA	CABP7
TMPRSS6	0	NA	NA	NA	NA	NA	TMPRSS6
APOBEC3H	1.33516039949227	0.522924011751931	1.61675268584439	0.323440942037972	0.746361327108112	0.999658563836992	APOBEC3H
WBP2NL	0	NA	NA	NA	NA	NA	WBP2NL
GADD45A	21.6355879677594	0.017581954471448	0.594960887314231	0.029551445895572	0.976424788945093	0.999658563836992	GADD45A
DAW1	0	NA	NA	NA	NA	NA	DAW1
LONRF2	0.201624682469843	-0.803695153832917	3.44865606662119	-0.233045899129145	0.815725764473039	0.999658563836992	LONRF2
DDIT3	14.9354427810573	0.413850613501736	0.42569494811728	0.972176473627587	0.330962762533661	0.999658563836992	DDIT3
AEBP1	263.713584021036	1.10520580057338	0.719965006605606	1.53508266434233	0.124763523974672	0.999658563836992	AEBP1
DDOST	155.958487103836	-0.321536316966653	0.320559508807973	-1.00304719757749	0.315838089446415	0.999658563836992	DDOST
CCDC138	1.73210331742839	-0.524399830518865	1.40776751754967	-0.372504567680055	0.709517211790708	0.999658563836992	CCDC138
ADGRF3	0	NA	NA	NA	NA	NA	ADGRF3
TEX44	0	NA	NA	NA	NA	NA	TEX44
OXER1	0.379529541010668	1.0442981499671	2.9548682287463	0.35341614891916	0.7237764808879	0.999658563836992	OXER1
TOGARAM2	0.101520594363917	0.982474520973914	3.44865606662119	0.284886199723735	0.775731329105818	0.999658563836992	TOGARAM2
DDT	0	NA	NA	NA	NA	NA	DDT
FAM171B	1.39322771945141	1.68973154049897	1.72765851343536	0.97804718198565	0.328050989052505	0.999658563836992	FAM171B
C1QL2	0	NA	NA	NA	NA	NA	C1QL2
DDX1	46.33447454453	-0.0314122314185951	0.266508969515827	-0.117865569311466	0.90617417474679	0.999658563836992	DDX1
UBXN2A	9.76032427252506	-0.155816702866074	0.509290411878784	-0.305948628192828	0.759643760073559	0.999658563836992	UBXN2A
DDX3X	45.3164137801303	-0.0674670254765612	0.602157081641326	-0.112042235379286	0.91078991839205	0.999658563836992	DDX3X
DDX5	158.148044747559	-0.0598379793449447	0.236926683718928	-0.252559055002567	0.800608973750288	0.999658563836992	DDX5
CLEC4F	0	NA	NA	NA	NA	NA	CLEC4F
DQX1	0.58989216649123	3.42998360464914	3.29556706700901	1.04078707394115	0.297974380481568	0.999658563836992	DQX1
DDX6	22.8624112441004	-0.0682367535048067	0.387880001833497	-0.175922329540718	0.86035496249537	0.999658563836992	DDX6
PARP15	0.605565618074253	1.21163603099914	2.18184723443231	0.555325786277787	0.578671844225684	0.999658563836992	PARP15
SPTSSB	0.0983153610818717	0.982474520973914	3.44865606662119	0.284886199723735	0.775731329105818	0.999658563836992	SPTSSB
DMXL1	5.55386067139106	-1.34905228349284	0.981182130928367	-1.37492545060559	0.169154558028282	0.999658563836992	DMXL1
GPR156	0	NA	NA	NA	NA	NA	GPR156
DHX8	14.7568195389621	-0.190989282302577	0.439774243648337	-0.43428937701795	0.664078316967557	0.999658563836992	DHX8
XIRP1	0.110166867122615	-0.391502943884338	3.44865606662119	-0.113523336720531	0.909615662646079	0.999658563836992	XIRP1
RNF168	4.12416229772257	0.130578858198361	0.66026361693556	0.197767762525533	0.843226769744762	0.999658563836992	RNF168
TLE5	70.2647224628213	0.316873144693901	0.431145899716537	0.734955718939305	0.462366462620357	0.999658563836992	TLE5
DHX9	50.76415957285	-0.152148059157362	0.35002250631455	-0.434680788842286	0.663794144804227	0.999658563836992	DHX9
CHST13	0	NA	NA	NA	NA	NA	CHST13
DDX10	3.94288413347151	-0.531644945215147	0.797155660355523	-0.666927391543628	0.504818513487866	0.999658563836992	DDX10
DDX11	3.15590699951709	0.114715940122884	0.746797399013243	0.153610524453433	0.877916838123617	0.999658563836992	DDX11
PRICKLE2	1.8478721385612	-0.634261252426141	1.42857613459895	-0.443981414126171	0.657056021375341	0.999658563836992	PRICKLE2
KBTBD12	0	NA	NA	NA	NA	NA	KBTBD12
SPATA5	1.38086633078257	-0.622457546510445	1.14308875263259	-0.544539997508412	0.586069932209205	0.999658563836992	SPATA5
BBS12	2.37626392014926	-0.330377024044832	0.877640720024816	-0.376437665785939	0.706591548497221	0.999658563836992	BBS12
DHX15	24.8587981711723	0.182544515605962	0.315973251155712	0.577721420842688	0.56345221465326	0.999658563836992	DHX15
DECR1	45.3955336284936	-0.152797509064503	0.431203716999672	-0.354351094484232	0.723075780691925	0.999658563836992	DECR1
DCLK2	1.76535966112339	-0.541141869698246	1.21063318477365	-0.446990778465586	0.654881718083922	0.999658563836992	DCLK2
ADGRA3	6.90483987699976	-0.16763717151348	0.755298517750778	-0.221948233147194	0.824354182161114	0.999658563836992	ADGRA3
FREM3	0	NA	NA	NA	NA	NA	FREM3
MMAA	1.18806814831778	0.766193140214005	1.13207468156094	0.676804412901058	0.498530057897806	0.999658563836992	MMAA
ZBTB49	1.97438099917895	0.0311461740524951	0.907380815699658	0.0343253609880203	0.972617701638656	0.999658563836992	ZBTB49
TIGD2	3.53927161615392	0.257384523883709	0.736168813330137	0.349627041003547	0.726618614437865	0.999658563836992	TIGD2
RASSF6	0.491576805409359	3.16727174579165	3.30630855049372	0.957948024941195	0.338088967890472	0.999658563836992	RASSF6
RBM46	0	NA	NA	NA	NA	NA	RBM46
DEFA4	0	NA	NA	NA	NA	NA	DEFA4
SGMS2	2.5667992380653	1.02292607921739	0.91024393437213	1.12379334878291	0.261100703787153	0.999658563836992	SGMS2
MIER3	5.75393222360989	0.199337933284084	0.652530319086356	0.30548455367283	0.759997132475907	0.999658563836992	MIER3
CDC20B	0	NA	NA	NA	NA	NA	CDC20B
CRISP1	0	NA	NA	NA	NA	NA	CRISP1
DEFA5	2.06462258271931	5.2361266741056	3.25687587945399	1.60771453009239	0.107897714804275	0.999658563836992	DEFA5
DEFA6	0.294946083245615	2.43153030039455	3.34888696451086	0.726071177129055	0.467795137439036	0.999658563836992	DEFA6
UGT3A2	0.092027934357912	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	UGT3A2
TENT2	14.3050313995435	0.295372920730181	0.430579829784838	0.685988753532139	0.492720200413108	0.999658563836992	TENT2
DEFB1	0.491576805409359	3.16727174579165	3.30630855049372	0.957948024941195	0.338088967890472	0.999658563836992	DEFB1
DCP2	4.86852992130058	0.0674738536061895	0.637023043375834	0.105920585303507	0.915645361233033	0.999658563836992	DCP2
DEFB4A	0.393261444327487	2.84581389660515	3.32234736565112	0.85656723496985	0.391684100042686	0.999658563836992	DEFB4A
NIM1K	0	NA	NA	NA	NA	NA	NIM1K
DES	1.68282629986853	4.43980342615813	2.23101317130823	1.99003909221868	0.0465866293549299	0.999658563836992	DES
LIX1	0	NA	NA	NA	NA	NA	LIX1
ZNF366	0	NA	NA	NA	NA	NA	ZNF366
CFD	26.4367339747351	2.08366620829039	1.04727789197099	1.98960201897215	NA	NA	CFD
FAM151B	0.300956652810828	0.158091690844652	3.07160248876005	0.0514687989162525	0.958951963744168	0.999658563836992	FAM151B
DFFA	9.65912809438847	-0.367236921001529	0.468313220196058	-0.784169451479046	0.432940687568404	0.999658563836992	DFFA
PRSS35	0.592297476392257	-2.19175484445196	2.84786466673576	-0.769613412481487	0.441529246474712	0.999658563836992	PRSS35
LCA5	0.752386035745896	-2.5509899381716	2.33347186811162	-1.09321649557147	0.274298756130567	0.999658563836992	LCA5
DFFB	2.24922839540627	-0.246498285043292	0.901379447995325	-0.273467833764689	0.784493615221945	0.999658563836992	DFFB
TIMM8A	6.34181248958034	0.115872970777099	0.556798792598901	0.208105643038939	0.835146481111762	0.999658563836992	TIMM8A
TXLNB	0.359387171129757	-1.50102248881908	3.44356847204003	-0.435891576138704	0.662915397256298	0.999658563836992	TXLNB
DACT2	0.390179250885573	2.03420663708282	2.82975922272454	0.718862092840625	0.472225894795666	0.999658563836992	DACT2
C6orf118	0	NA	NA	NA	NA	NA	C6orf118
ZNF92	3.94874120203668	0.197676519217214	0.687536434862729	0.287514245345676	0.773718595985307	0.999658563836992	ZNF92
GALNTL5	0	NA	NA	NA	NA	NA	GALNTL5
DDX53	0	NA	NA	NA	NA	NA	DDX53
ZNF679	0	NA	NA	NA	NA	NA	ZNF679
RNF133	0	NA	NA	NA	NA	NA	RNF133
CDC14C	0	NA	NA	NA	NA	NA	CDC14C
THAP5	8.23998126754678	0.276154569892305	0.455543752865368	0.606208664162978	0.544376200135078	0.999658563836992	THAP5
CCDC71L	14.1852595320475	1.17987263439732	0.479891563503252	2.45862341439001	0.0139470830389205	0.999658563836992	CCDC71L
PKD1L1	0	NA	NA	NA	NA	NA	PKD1L1
GIMAP7	21.1295679321705	0.873459658768497	1.0619634558747	0.822495024604272	0.410795217200862	0.999658563836992	GIMAP7
ZNF467	0.971121535213043	0.0539128535767072	1.66109659895095	0.0324561820250281	0.97410825928221	0.999658563836992	ZNF467
BHLHA15	0.295871151635967	-1.2158873637815	3.44865606662119	-0.35256846153776	0.724411985120695	0.999658563836992	BHLHA15
BMPER	0.0983153610818717	0.982474520973914	3.44865606662119	0.284886199723735	0.775731329105818	0.999658563836992	BMPER
GSDME	9.27621676681181	1.22226286525714	0.758658818898771	1.61108371089828	0.107161478196937	0.999658563836992	GSDME
ZNF800	5.62111763603342	0.0406257238505979	0.559732926413476	0.0725805503544518	0.942139904461192	0.999658563836992	ZNF800
CNBD1	0	NA	NA	NA	NA	NA	CNBD1
COCH	0.179693585564878	-0.803695153832917	3.44865606662119	-0.233045899129145	0.815725764473039	0.999658563836992	COCH
SLC30A8	0.0983153610818717	0.982474520973914	3.44865606662119	0.284886199723735	0.775731329105818	0.999658563836992	SLC30A8
COL22A1	7.01732528885919	-0.402183373834803	1.45443990253472	-0.27652113582273	0.782147828225116	0.999658563836992	COL22A1
SNX31	0.0898467927824392	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	SNX31
TMEM64	11.0113689631032	0.13405764753803	0.534061296301805	0.251015470445685	0.801802148351981	0.999658563836992	TMEM64
ZNF596	0.384274298314248	-1.58171802677837	2.36440690128358	-0.668970313832061	0.503514414993314	0.999658563836992	ZNF596
IDO2	0	NA	NA	NA	NA	NA	IDO2
STKLD1	0.282687068375272	-1.21588922503826	3.11547786540441	-0.390273748544329	0.696334132905164	0.999658563836992	STKLD1
KCNV2	0.0898467927824392	-0.391502943884337	3.44865606662119	-0.11352333672053	0.909615662646079	0.999658563836992	KCNV2
OLFML2A	1.91176167448644	-0.262773271729346	1.14754777717421	-0.228986781166022	0.81887919028844	0.999658563836992	OLFML2A
TMEM252	0	NA	NA	NA	NA	NA	TMEM252
QSOX2	8.41897489793528	-0.969730244322536	0.616360331413328	-1.57331709212844	0.115645413575978	0.999658563836992	QSOX2
GLIS3	0.310403433014814	-1.2158873637815	3.44865606662119	-0.35256846153776	0.724411985120695	0.999658563836992	GLIS3
ZNF883	1.08539649234009	-1.96743159165707	2.30787137484077	-0.852487540295792	0.393943551538771	0.999658563836992	ZNF883
ZNF169	0	NA	NA	NA	NA	NA	ZNF169
TENT5D	0	NA	NA	NA	NA	NA	TENT5D
SPIN3	1.29201028751726	0.569837138753849	1.10861563858925	0.514007848093308	0.60724650368005	0.999658563836992	SPIN3
170063	0	NA	NA	NA	NA	NA	170063
SUPT20HL2	0	NA	NA	NA	NA	NA	SUPT20HL2
TCEANC	1.18659090745326	-1.0777006836956	1.59075645914276	-0.677476855430379	0.498103449894091	0.999658563836992	TCEANC
ZCCHC12	0	NA	NA	NA	NA	NA	ZCCHC12
ARX	0.201624682469843	-0.803695153832917	3.44865606662119	-0.233045899129145	0.815725764473039	0.999658563836992	ARX
FAM170B	0	NA	NA	NA	NA	NA	FAM170B
TMEM273	0.94223496545113	0.165826779461541	1.94603589003407	0.085212600811097	0.932092373020517	0.999658563836992	TMEM273
FUT11	3.50516877333641	-0.290029094133882	0.797614539718998	-0.363620620852849	0.716141326197346	0.999658563836992	FUT11
OIT3	0.0983153610818717	0.982474520973914	3.44865606662119	0.284886199723735	0.775731329105818	0.999658563836992	OIT3
C10orf91	0	NA	NA	NA	NA	NA	C10orf91
PWWP2B	5.65754877739439	-0.237399056667144	0.620019598156386	-0.382889601188486	0.701801621963844	0.999658563836992	PWWP2B
LINC00858	0	NA	NA	NA	NA	NA	LINC00858
SSBP4	37.9576305109946	-0.204205070654027	0.49197691056988	-0.415070435759854	0.678090341244795	0.999658563836992	SSBP4
CLEC4C	0	NA	NA	NA	NA	NA	CLEC4C
ACTL10	0.597272221856059	-0.972894178122844	2.3686297665541	-0.410741345844951	0.68126220611133	0.999658563836992	ACTL10
DHX36	20.7831399464582	-0.237127975797303	0.330836051271843	-0.716753736135178	0.473526062537069	0.999658563836992	DHX36
HTR3C	0	NA	NA	NA	NA	NA	HTR3C
GIMAP1	2.26041117555612	0.66892316946258	1.45583956573165	0.45947588265085	0.645892467092987	0.999658563836992	GIMAP1
GPHA2	0	NA	NA	NA	NA	NA	GPHA2
S100Z	0	NA	NA	NA	NA	NA	S100Z
COMMD6	33.1370374618672	0.401682727020553	0.310970026817513	1.29170882200899	0.196458001167721	0.999658563836992	COMMD6
XAGE3	0	NA	NA	NA	NA	NA	XAGE3
